,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,Salary,Churn
5539,765,France,Male,34,9,91835.16,1,0,0,138280.17,0
5540,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0
5541,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
5542,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0
5543,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0
5544,766,Germany,Male,30,4,127786.28,2,1,1,,0
5545,849,France,Female,41,6,0.0,2,1,1,169203.51,1
5546,612,France,Female,33,0,64900.32,2,1,0,102426.12,0
5547,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1
5548,645,France,Female,55,7,0.0,2,1,1,18369.33,0
5549,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
5550,716,France,Female,40,3,0.0,2,0,1,167636.15,0
5551,590,France,Male,32,9,0.0,2,1,0,138889.15,0
5552,656,France,Female,45,7,145933.27,1,1,1,199392.14,0
5553,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0
5554,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
5555,721,France,Male,41,7,0.0,2,0,1,61018.85,0
5556,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1
5557,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0
5558,850,France,Male,33,0,124781.67,1,0,1,33700.52,0
5559,748,France,Female,39,9,132865.56,1,1,1,59636.43,1
5560,798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0
5561,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0
5562,540,France,Female,40,3,165298.12,1,0,1,199862.75,0
5563,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0
5564,598,France,Male,48,6,120682.53,1,1,0,30635.52,1
5565,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
5566,850,Germany,Female,40,7,104449.8,1,1,1,,0
5567,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0
5568,724,France,Female,30,9,142475.87,1,1,1,107848.24,0
5569,508,France,Female,43,9,0.0,1,1,0,,0
5570,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
5571,526,France,Male,28,1,112070.44,1,0,1,,0
5572,542,France,Female,29,7,0.0,2,0,1,,0
5573,470,France,Male,35,1,96473.59,1,0,0,5962.3,0
5574,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
5575,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
5576,773,France,Male,45,8,96877.21,1,1,1,113950.51,0
5577,614,France,Male,44,6,0.0,2,0,1,104930.46,0
5578,537,France,Female,38,10,0.0,1,0,0,52337.97,1
5579,704,France,Female,40,6,95452.89,1,0,1,179964.55,0
5580,586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0
5581,677,France,Female,24,0,148298.59,2,0,0,182913.95,0
5582,558,Spain,Female,31,7,0.0,2,1,0,166720.28,0
5583,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0
5584,655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0
5585,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0
5586,662,France,Female,41,4,0.0,2,1,0,126551.48,0
5587,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0
5588,527,Spain,Female,35,8,0.0,1,1,0,98031.53,1
5589,630,Germany,Female,25,7,79656.81,1,1,0,93524.22,0
5590,850,France,Male,35,2,0.0,2,1,1,56991.66,0
5591,668,France,Female,53,10,110240.04,1,0,0,,1
5592,573,France,Female,32,9,125321.84,2,1,1,130234.63,0
5593,680,France,Male,27,3,0.0,1,1,0,,0
5594,758,France,Female,32,2,84378.9,1,1,1,75396.43,0
5595,597,France,Male,45,7,0.0,2,0,0,167756.45,0
5596,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0
5597,622,France,Male,59,5,119380.37,1,1,1,60429.43,0
5598,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0
5599,640,France,Female,20,4,0.0,2,0,1,78310.82,0
5600,644,Spain,Male,28,0,0.0,2,1,0,119419.37,0
5601,753,France,Female,31,6,106596.29,1,0,0,91305.77,0
5602,629,France,Female,37,10,99546.25,3,0,1,,1
5603,775,France,Female,30,5,0.0,1,1,0,193880.6,1
5604,701,France,Female,41,2,0.0,1,1,0,47856.78,0
5605,708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0
5606,521,Spain,Female,22,10,0.0,1,1,1,101311.95,0
5607,636,France,Female,24,9,0.0,2,0,1,,0
5608,529,France,Female,31,5,0.0,2,1,0,26817.23,0
5609,757,France,Male,28,3,75381.15,1,1,1,199727.72,0
5610,767,Spain,Female,24,5,0.0,2,1,1,67445.85,0
5611,525,Spain,Male,33,5,0.0,2,1,0,,0
5612,759,Spain,Male,38,1,0.0,2,1,0,20778.39,0
5613,738,France,Female,26,3,0.0,2,1,0,67484.16,0
5614,548,Spain,Male,37,4,0.0,1,1,0,121763.68,0
5615,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1
5616,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0
5617,850,Germany,Male,38,7,101985.81,2,0,0,43801.27,0
5618,487,France,Female,34,2,96019.5,1,0,0,,0
5619,731,France,Male,30,7,0.0,2,0,1,143086.09,0
5620,726,Spain,Female,35,9,0.0,2,0,1,100556.98,0
5621,609,France,Female,35,2,147900.43,1,1,0,140000.29,0
5622,714,France,Male,52,4,100755.66,1,1,1,186775.25,0
5623,694,Spain,Female,35,7,0.0,1,1,0,,1
5624,786,France,Female,33,0,83036.05,1,0,1,154990.58,1
5625,698,Spain,Male,27,6,125427.37,2,0,0,27654.44,0
5626,601,France,Female,46,3,98202.76,1,0,0,,0
5627,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0
5628,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0
5629,659,France,Female,44,9,23503.31,1,0,1,169862.01,1
5630,487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0
5631,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0
5632,686,France,Male,39,4,0.0,2,1,0,155023.93,0
5633,612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0
5634,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0
5635,617,France,Male,34,1,61687.33,2,1,0,105965.25,0
5636,674,France,Female,27,4,79144.34,1,0,1,50743.83,0
5637,711,Spain,Male,32,5,0.0,2,1,1,147720.27,0
5638,624,Germany,Female,27,7,104848.68,1,1,1,,0
5639,597,Spain,Male,26,5,0.0,2,0,1,95159.13,0
5640,682,Spain,Male,46,4,0.0,1,1,1,4654.28,0
5641,775,France,Male,45,8,0.0,1,1,0,130376.68,0
5642,727,France,Female,29,1,146652.01,1,1,1,173486.39,0
5643,629,France,Male,31,6,0.0,2,1,0,,0
5644,684,France,Male,46,0,0.0,2,1,1,,0
5645,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0
5646,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0
5647,536,Spain,Male,40,9,0.0,2,1,1,,0
5648,707,France,Female,36,6,0.0,1,0,0,98810.78,0
5649,592,Spain,Male,41,0,0.0,2,1,0,65906.07,0
5650,703,France,Male,44,6,98862.54,1,1,0,151516.7,0
5651,723,Spain,Female,45,4,0.0,2,1,0,37214.39,0
5652,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0
5653,552,Spain,Male,42,4,0.0,2,0,0,195692.3,0
5654,633,France,Female,47,0,0.0,1,1,1,6342.84,1
5655,479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0
5656,768,France,Male,25,6,0.0,2,1,1,21215.67,0
5657,742,France,Male,31,4,105239.1,1,1,1,,0
5658,668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1
5659,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0
5660,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1
5661,718,Spain,Male,32,8,0.0,2,1,1,41399.33,0
5662,762,France,Male,31,7,117687.35,1,1,1,159344.43,0
5663,772,France,Male,23,2,0.0,2,1,0,18364.19,0
5664,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1
5665,502,France,Male,45,0,0.0,1,0,0,,0
5666,563,France,Female,34,6,0.0,2,0,0,36536.93,0
5667,676,France,Female,41,4,101457.14,1,1,1,79101.67,0
5668,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
5669,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0
5670,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0
5671,628,France,Male,45,9,0.0,2,1,1,96862.56,0
5672,471,Germany,Female,36,5,90063.74,2,1,1,96366.7,0
5673,811,France,Female,45,5,0.0,2,1,1,146123.19,0
5674,504,France,Male,42,3,134936.97,2,0,0,135178.91,0
5675,687,France,Female,24,3,110495.27,1,1,0,,0
5676,660,Germany,Female,37,2,133200.09,1,0,0,71433.88,0
5677,548,France,Female,41,4,82596.8,1,0,1,,0
5678,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0
5679,725,Germany,Male,40,8,104149.66,1,1,0,62027.9,0
5680,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,1
5681,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0
5682,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0
5683,561,France,Female,27,9,135637.0,1,1,0,153080.4,1
5684,661,France,Female,30,7,0.0,2,1,0,72196.57,0
5685,771,France,Male,27,2,0.0,2,1,1,199527.34,0
5686,545,France,Male,26,7,0.0,2,0,1,156598.23,0
5687,850,Germany,Female,33,2,83415.04,1,0,1,74917.64,0
5688,601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0
5689,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0
5690,589,France,Female,31,10,110635.32,1,1,0,,0
5691,600,Spain,Male,37,8,177657.35,1,1,1,77142.32,0
5692,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
5693,575,Germany,Male,47,9,107915.94,2,1,1,63452.18,1
5694,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0
5695,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1
5696,796,France,Male,30,2,137262.71,2,1,0,,0
5697,642,Spain,Female,36,6,0.0,2,1,1,,0
5698,655,France,Male,28,10,0.0,2,0,1,126565.21,0
5699,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
5700,617,France,Female,34,0,131244.65,2,1,0,183229.02,0
5701,762,Germany,Male,28,3,125155.83,2,1,1,,0
5702,703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0
5703,507,France,Male,41,3,58820.32,2,1,1,138536.09,0
5704,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1
5705,593,France,Male,31,9,0.0,2,0,1,20492.16,0
5706,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
5707,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0
5708,596,Spain,Male,36,2,0.0,2,0,1,125557.95,0
5709,494,France,Male,40,7,0.0,2,0,1,158071.69,0
5710,627,France,Male,73,0,146329.73,1,0,1,43615.67,0
5711,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0
5712,632,France,Female,49,5,167962.7,1,0,0,140201.21,0
5713,490,France,Male,33,1,0.0,2,1,1,80792.83,0
5714,715,France,Male,40,7,0.0,1,1,1,141359.11,0
5715,679,France,Male,48,8,0.0,2,1,0,23344.94,0
5716,619,France,Male,44,3,116967.68,1,1,0,5075.17,1
5717,465,Spain,Female,33,6,0.0,2,1,1,95500.98,0
5718,736,Spain,Male,32,7,0.0,1,0,1,79082.62,0
5719,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
5720,535,France,Female,29,5,0.0,2,0,1,52709.55,0
5721,759,France,Female,33,2,0.0,2,1,0,56583.88,0
5722,819,France,Male,35,1,0.0,2,0,1,,0
5723,533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0
5724,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0
5725,686,France,Male,60,9,0.0,3,1,1,,1
5726,687,France,Female,34,9,125474.44,1,1,0,198929.84,0
5727,667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0
5728,699,Spain,Female,25,8,0.0,2,1,1,52404.47,0
5729,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0
5730,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0
5731,652,France,Female,51,3,0.0,1,1,0,,1
5732,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
5733,652,France,Female,37,4,0.0,2,1,0,,0
5734,488,France,Female,31,8,97588.6,1,0,0,124210.53,0
5735,572,France,Male,24,1,0.0,2,1,1,151460.84,0
5736,755,France,Female,38,1,0.0,2,1,0,20734.81,0
5737,779,Germany,Female,24,10,122200.31,2,1,0,43705.56,0
5738,693,Spain,Female,46,3,151709.33,1,1,0,180736.24,0
5739,530,Spain,Female,22,7,0.0,2,1,0,104170.48,0
5740,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0
5741,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
5742,611,France,Female,30,9,88594.14,1,1,0,196332.45,0
5743,643,Spain,Male,34,6,0.0,2,1,1,116046.22,0
5744,632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1
5745,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0
5746,508,France,Female,64,2,0.0,1,1,1,6076.62,0
5747,550,France,Male,31,5,142200.19,2,1,1,122221.71,0
5748,754,Germany,Female,39,3,160761.41,1,1,1,,0
5749,759,France,Male,26,4,0.0,2,1,0,135394.62,0
5750,794,Spain,Male,33,8,0.0,2,0,0,91340.02,0
5751,549,France,Male,29,3,0.0,2,1,0,146090.38,0
5752,671,France,Male,31,0,116234.61,1,1,0,172096.08,0
5753,756,Germany,Female,26,5,155143.52,1,0,1,135034.57,1
5754,632,France,Female,21,1,0.0,2,1,0,,0
5755,579,France,Male,38,8,0.0,2,0,0,91763.67,0
5756,748,France,Male,34,5,84009.47,1,1,1,137001.1,0
5757,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0
5758,710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0
5759,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1
5760,773,France,Male,64,2,145578.28,1,0,1,186172.85,0
5761,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0
5762,579,France,Female,26,10,162482.76,1,1,1,18458.2,0
5763,542,France,Male,29,9,0.0,1,1,0,8342.35,0
5764,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
5765,617,Spain,Male,61,3,113858.95,1,1,1,38129.22,0
5766,769,France,Female,73,1,0.0,1,1,1,29792.11,0
5767,608,Germany,Male,26,1,106648.98,1,0,1,,0
5768,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0
5769,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0
5770,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
5771,850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0
5772,591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0
5773,579,Spain,Male,37,4,0.0,2,1,1,,0
5774,570,France,Male,39,10,129674.89,2,1,0,80552.36,0
5775,709,France,Female,37,9,0.0,2,1,0,16733.59,0
5776,611,France,Male,53,3,83568.26,1,0,0,1235.49,0
5777,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
5778,699,Germany,Male,36,6,147137.74,1,1,1,33687.9,0
5779,704,France,Male,36,3,114370.41,1,0,1,66810.48,0
5780,835,Germany,Female,47,5,108289.28,2,1,1,45859.55,1
5781,714,Germany,Male,39,3,149887.49,2,1,0,63846.36,0
5782,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0
5783,592,France,Male,27,3,0.0,2,1,1,19645.65,0
5784,551,France,Male,43,7,0.0,2,1,0,178393.68,0
5785,689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0
5786,604,France,Female,56,0,62732.65,1,0,1,124954.56,0
5787,514,France,Female,41,7,0.0,2,1,1,3756.65,0
5788,698,France,Male,29,5,95167.55,1,1,1,,0
5789,581,Germany,Female,54,2,152508.99,1,1,0,187597.98,1
5790,573,Germany,Male,31,0,134644.19,1,1,1,,0
5791,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
5792,850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0
5793,612,France,Male,41,5,0.0,3,0,0,151256.22,0
5794,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0
5795,599,Spain,Female,49,2,0.0,2,1,0,,0
5796,498,France,Male,33,1,198113.86,1,1,0,69664.35,0
5797,497,France,Female,29,4,85646.81,1,0,0,,1
5798,802,Spain,Male,51,7,0.0,1,0,1,40855.79,0
5799,644,France,Male,33,9,141234.98,1,1,0,95673.05,0
5800,714,France,Male,34,10,0.0,2,1,1,80234.14,0
5801,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
5802,522,Spain,Male,30,3,0.0,2,1,0,145490.85,0
5803,502,Germany,Female,40,7,117304.29,1,0,0,196278.32,0
5804,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0
5805,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0
5806,458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0
5807,553,Spain,Male,41,6,144974.55,1,1,1,19344.92,0
5808,479,France,Male,47,1,0.0,1,1,0,95270.83,0
5809,693,France,Male,31,2,0.0,2,1,1,107759.31,0
5810,707,Spain,Male,43,10,0.0,2,1,0,,0
5811,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0
5812,807,France,Male,33,10,101952.97,2,1,0,,0
5813,582,France,Male,31,2,0.0,2,1,1,33747.03,0
5814,694,France,Male,32,0,91956.49,1,1,1,59961.81,0
5815,777,France,Male,39,8,0.0,2,1,1,,0
5816,598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0
5817,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
5818,588,France,Female,34,3,120777.88,1,1,1,131729.52,0
5819,663,Germany,Male,42,5,90248.79,1,1,1,79169.73,0
5820,777,France,Male,36,7,0.0,1,1,0,106472.34,0
5821,592,France,Male,71,4,0.0,2,0,1,17013.54,0
5822,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
5823,850,France,Male,34,2,72079.71,1,1,1,115767.93,0
5824,540,France,Male,37,6,0.0,2,1,0,141998.89,0
5825,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
5826,553,France,Male,38,3,99844.68,1,0,0,187915.7,0
5827,630,France,Female,28,1,0.0,2,1,1,133267.78,0
5828,466,France,Male,26,3,156815.71,1,1,1,137476.09,0
5829,613,France,Male,47,6,146034.74,1,1,1,77146.14,0
5830,558,France,Male,27,1,152283.39,1,1,0,183271.15,0
5831,775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0
5832,698,Germany,Male,52,8,96781.39,1,1,1,153373.71,0
5833,608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0
5834,670,Spain,Female,20,4,0.0,2,1,0,119759.24,0
5835,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
5836,633,France,Male,40,4,150578.0,1,0,1,34670.62,1
5837,678,France,Female,46,1,0.0,2,0,0,82106.19,0
5838,590,France,Male,47,3,0.0,2,1,0,171774.5,0
5839,705,France,Female,48,0,0.0,2,0,0,149772.61,0
5840,608,France,Male,42,10,163548.07,1,1,0,38866.85,0
5841,682,France,Female,37,8,148580.12,1,1,0,35179.18,0
5842,596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0
5843,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1
5844,578,Germany,Male,37,1,135650.88,1,1,0,199428.19,0
5845,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1
5846,609,France,Male,37,1,39344.83,1,1,1,,1
5847,774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0
5848,712,France,Female,27,2,133009.51,1,1,0,126809.15,0
5849,585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0
5850,666,France,Female,32,10,112536.57,2,1,1,34350.54,0
5851,708,Spain,Female,35,8,122570.69,1,0,0,,0
5852,513,France,Male,44,1,63562.02,2,0,1,52629.73,1
5853,445,France,Male,37,3,0.0,2,1,1,180012.39,0
5854,690,Germany,Male,44,9,100368.63,2,0,0,35342.33,0
5855,850,France,Male,37,6,0.0,2,1,0,109291.22,0
5856,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0
5857,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1
5858,670,France,Female,45,5,47884.92,1,1,1,54340.24,0
5859,652,Spain,Female,36,1,0.0,2,1,1,19302.78,0
5860,696,Spain,Male,24,9,0.0,1,0,0,10883.52,0
5861,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
5862,642,Spain,Female,33,9,0.0,2,1,1,150475.14,0
5863,604,Spain,Female,34,3,0.0,2,1,0,38587.7,0
5864,602,France,Female,72,3,0.0,2,1,1,,0
5865,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
5866,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0
5867,850,France,Male,31,4,0.0,2,0,0,152298.28,0
5868,521,France,Male,22,5,0.0,2,1,1,99828.45,0
5869,726,France,Male,37,2,132057.92,2,1,0,34743.98,0
5870,596,France,Male,33,8,0.0,1,1,0,121189.3,1
5871,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0
5872,637,France,Female,41,9,0.0,2,1,0,,0
5873,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0
5874,689,France,Male,40,8,160272.27,1,1,0,,0
5875,555,France,Female,27,8,102000.17,1,1,1,116757.0,0
5876,563,Spain,Male,24,7,0.0,2,0,0,16319.56,0
5877,494,France,Female,33,1,137853.0,1,0,1,90273.85,0
5878,534,France,Male,27,9,0.0,2,1,0,161344.13,0
5879,696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
5880,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1
5881,600,France,Male,34,0,0.0,2,0,1,3756.23,0
5882,807,France,Female,34,1,0.0,1,0,0,,0
5883,590,France,Male,24,7,126431.54,1,1,0,58781.11,0
5884,614,France,Female,41,3,123475.04,1,1,1,179227.52,0
5885,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
5886,557,Spain,Male,42,4,0.0,2,0,1,86642.38,0
5887,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,1
5888,648,France,Female,38,2,0.0,2,0,1,9551.49,0
5889,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0
5890,773,France,Male,33,9,0.0,2,1,1,1118.31,0
5891,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0
5892,705,France,Male,25,9,0.0,2,0,1,112331.19,0
5893,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
5894,741,France,Male,29,8,0.0,2,1,1,115994.52,0
5895,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0
5896,575,France,Male,27,3,139301.68,1,1,0,,0
5897,844,France,Female,41,10,76319.64,1,1,1,141175.18,1
5898,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1
5899,725,France,Male,37,6,124348.38,2,0,1,176984.34,0
5900,450,France,Male,29,7,117199.8,1,1,1,43480.63,0
5901,738,Germany,Female,57,9,148384.64,1,0,0,155047.11,1
5902,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
5903,618,Spain,Male,32,5,133476.09,1,0,1,154843.4,0
5904,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
5905,735,France,Male,50,2,0.0,2,0,1,,0
5906,550,France,Male,34,8,122359.5,1,0,0,116495.55,0
5907,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1
5908,555,France,Male,31,8,145875.74,1,1,0,137491.23,0
5909,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0
5910,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0
5911,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0
5912,744,France,Female,39,6,0.0,1,0,0,10662.58,0
5913,629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0
5914,619,France,Female,35,4,90413.12,1,1,1,20555.21,0
5915,634,France,Male,34,8,105302.66,1,1,1,123164.97,0
5916,608,Spain,Female,35,6,0.0,2,1,1,143463.28,0
5917,507,France,Female,35,1,0.0,2,0,0,92131.54,0
5918,536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0
5919,730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0
5920,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
5921,644,France,Female,24,8,92760.55,1,1,0,35896.75,0
5922,790,Spain,Male,37,8,0.0,2,1,1,149418.41,0
5923,807,Germany,Female,40,1,134590.21,1,1,1,46253.65,0
5924,581,France,Female,37,10,104255.03,1,1,0,,0
5925,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
5926,850,France,Male,41,3,0.0,2,1,0,128892.36,0
5927,754,France,Female,35,4,0.0,2,1,0,44830.71,0
5928,637,Germany,Male,35,8,147127.81,2,1,1,84760.7,0
5929,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0
5930,542,France,Female,25,7,0.0,2,0,1,82393.08,0
5931,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
5932,553,France,Female,27,3,0.0,2,0,0,159800.16,0
5933,741,France,Male,38,9,0.0,2,1,0,14379.01,0
5934,598,France,Male,35,8,114212.6,1,1,1,74322.85,0
5935,660,Spain,Female,42,5,0.0,3,1,1,189016.24,1
5936,618,Spain,Male,41,4,115251.64,1,0,0,136435.75,0
5937,647,France,Male,43,9,0.0,2,1,1,,0
5938,491,France,Female,68,3,107571.61,1,0,1,113695.99,0
5939,652,France,Female,32,2,0.0,2,1,0,54628.11,0
5940,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
5941,413,Germany,Male,39,1,130969.77,2,1,1,158891.79,0
5942,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0
5943,629,Spain,Male,34,8,0.0,2,1,1,180595.02,0
5944,678,Spain,Female,40,4,113794.22,1,1,0,16618.76,0
5945,527,Spain,Male,28,6,128396.33,2,1,0,79919.97,0
5946,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
5947,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0
5948,536,France,Female,41,9,0.0,1,1,0,121299.14,0
5949,646,France,Female,38,2,0.0,2,0,0,178752.73,0
5950,707,France,Male,35,2,0.0,3,1,1,94148.3,0
5951,602,France,Male,34,5,0.0,2,1,1,77414.45,0
5952,635,France,Female,47,2,125724.95,2,1,0,63236.97,0
5953,597,France,Male,67,2,0.0,2,0,1,108645.85,0
5954,503,France,Male,38,1,0.0,2,1,1,95153.24,0
5955,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
5956,700,France,Male,46,5,95872.86,1,1,0,98273.01,1
5957,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
5958,603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
5959,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
5960,797,France,Male,24,5,0.0,2,1,0,182257.61,0
5961,594,France,Male,36,6,153880.15,1,0,0,135431.72,0
5962,529,France,Female,31,7,0.0,2,1,1,175697.87,0
5963,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0
5964,513,France,Female,43,9,0.0,2,1,0,,0
5965,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
5966,605,France,Female,30,9,135422.31,1,0,1,186418.85,0
5967,574,Spain,Female,37,7,0.0,2,1,0,32262.28,0
5968,726,France,Female,38,5,126875.62,1,1,0,128052.29,0
5969,611,Spain,Female,28,3,96381.68,2,1,0,181419.29,0
5970,593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0
5971,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
